Cell;longitude;latitude;AAT_CAC_58.9;AAT_CAC_63.6;AAT_CAC_67.8;AAT_CAC_69.3;AAT_CAC_70.8;AAT_CAC_72.2;AAT_CAC_78.1;AAT_CAC_92.2;AAT_CAC_104.6;AAT_CAC_107.0;AAT_CAC_110.4;AAT_CAC_119.4;AAT_CAC_120.2;AAT_CAC_130.5;AAT_CAC_134.3;AAT_CAC_138.9;AAT_CAC_156.2;AAT_CAC_163.0;AAT_CAC_174.0;AAT_CAC_194.7;AAT_CAC_198.0;AAT_CAC_202.0;AAT_CAC_210.6;AAT_CAC_211.2;AAT_CAC_216.2;AAT_CAC_217.9;AAT_CAC_246.7;AAT_CAC_256.7;AAT_CAC_266.6;AAT_CAC_270.2;AAT_CAC_286.3;AAT_CAC_288.3;AAT_CAC_291.5;AAT_CAC_299.6;AAT_CAC_304.6;AAT_CAC_306.1;AAT_CAC_323.8;AAT_CAC_347.1;AAT_CAC_358.9;AAT_CAC_371.8;AAT_CAC_378.2;AAT_CAC_398.7;AAT_CAC_418.2;AAT_CAC_440.8;AAT_CAC_483.8;ATC_CAC_54.3;ATC_CAC_63.8;ATC_CAC_80.5;ATC_CAC_93.6;ATC_CAC_100.8;ATC_CAC_103.0;ATC_CAC_140.6;ATC_CAC_160.2;ATC_CAC_166.1;ATC_CAC_195.4;ATC_CAC_202.0;ATC_CAC_203.0;ATC_CAC_213.2;ATC_CAC_225.5;ATC_CAC_240.8;ATC_CAC_252.8;ATC_CAC_286.4;ATC_CAC_311.4;ATC_CAC_332.2;ATC_CAC_345.9;ATC_CAC_372.2;ATC_CAC_374.1;ATC_CAC_388.4;ATC_CAC_395.6;ATC_CAC_431.7;ATC_CAC_433.9;ATC_CAC_438.8;ATC_CAC_441.9;ATC_CAC_462.2;ATC_CAC_474.2;ATG_CTG_51.6;ATG_CTG_62.5;ATG_CTG_90.6;ATG_CTG_107.4;ATG_CTG_109.9;ATG_CTG_116.3;ATG_CTG_124.4;ATG_CTG_127.3;ATG_CTG_137.5;ATG_CTG_157.4;ATG_CTG_160.4;ATG_CTG_162.9;ATG_CTG_164.4;ATG_CTG_168.8;ATG_CTG_175.9;ATG_CTG_179.8;ATG_CTG_182.0;ATG_CTG_186.0;ATG_CTG_187.9;ATG_CTG_194.6;ATG_CTG_197.7;ATG_CTG_203.1;ATG_CTG_209.5;ATG_CTG_223.3;ATG_CTG_224.5;ATG_CTG_227.3;ATG_CTG_229.4;ATG_CTG_238.1;ATG_CTG_241.6;ATG_CTG_253.7;ATG_CTG_264.4;ATG_CTG_281.8;ATG_CTG_342.2;ATG_CTG_355.0;ATG_CTG_420.3;ATG_CTG_425.6
G21-4;11.0385;47.214;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1
G23-1;11.7688;47.3179;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
G23-2;11.7688;47.3179;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1
G23-4;11.7688;47.3179;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1
G25-1;12.4846;47.3334;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
G25-2;12.4846;47.3334;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
G25-4;12.4846;47.3334;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
G27-1;13.28255;47.21338;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
G27-2;13.28255;47.21338;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1
G27-4;13.28255;47.21338;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
G29-1;13.76991;47.28474;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
G29-2;13.76991;47.28474;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
G29-4;13.76991;47.28474;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
G31-1;14.34786;47.27106;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
G31-2;14.34786;47.27106;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0
G31-4;14.34786;47.27106;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1
G33-1;15.05122;47.224;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1
G33-2;15.05122;47.224;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
G33-4;15.05122;47.224;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0
H14-1;8.8529;47.0201;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0
H14-2;8.8529;47.0201;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
H14-4;8.8529;47.0201;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
H16-1;9.4134;47.0993;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
H16-2;9.4134;47.0993;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H16-4;9.4134;47.0993;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0
H18-1;10.2716;47.1087;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
H18-2;10.2716;47.1087;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1
H18-4;10.2716;47.1087;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
H20-1;10.7791;47.1437;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1
H20-2;10.7791;47.1437;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H20-4;10.7791;47.1437;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1
H22-1;11.3619;47.0796;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
H22-2;11.3619;47.0796;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0
H22-4;11.3619;47.0796;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
H24-1;12.1749;47.0542;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1
H24-2;12.1749;47.0542;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
H24-4;12.1749;47.0542;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
H26-1;12.8384;47.0673;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
H26-2;12.8384;47.0673;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
H26-4;12.8384;47.0673;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
H28-1;13.40046;47.08334;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
H28-2;13.40046;47.08334;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H28-4;13.40046;47.08334;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H30-1;14.13607;47.06433;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H30-2;14.13607;47.06433;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
H30-4;14.13607;47.06433;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H32-1;14.85659;47.05471;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
H32-2;14.85659;47.05471;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
H32-4;14.85659;47.05471;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
I11-1;7.9879;46.8492;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
I11-2;7.9879;46.8492;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
I11-4;7.9879;46.8492;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
I13-1;8.5129;46.8229;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
